4.190563581021171657e-01,7.207545042577240442e-03,3.110007674636299999e-02,4.811765145933469962e-02,4.945183686496079645e-01
8.088342270767923115e-01,1.558129422499897332e-02,5.648585624182227843e-03,1.232870079918596973e-03,1.687030229941078319e-01
6.374093097740425318e-01,2.376452124715202827e-02,2.351313507480439456e-03,1.505770040283441918e-04,3.363242784672965113e-01
3.133523039850800163e-01,2.829290468147548782e-02,1.225662814371590234e-02,4.858710746582453762e-04,6.456122921150704297e-01
8.816512335290896396e-02,9.818980930054073408e-02,3.327242474640318415e-02,3.364415497181858341e-04,7.800362010504289234e-01
1.294346549743297936e-01,2.001072457459593668e-01,6.599594603896433154e-02,4.275115674128454352e-04,6.040346416733337609e-01
5.456994061096744897e-01,2.238117672573993466e-01,6.064202013374231370e-02,4.884493223634594518e-04,1.693583571768203511e-01
1.274480738276885516e-01,4.759266557796478780e-01,3.109225211226184227e-01,6.619419640883194688e-04,8.504080730595692250e-02
4.024796269341831406e-02,1.636200549435873342e-01,1.987167671708301164e-01,6.207227092282517405e-04,5.967944924829360342e-01
3.823645275134811283e-02,1.224872734903174748e-01,2.335557895275326146e-01,1.124768797974942365e-03,6.045957154328269745e-01
6.210300715140966432e-02,8.984513638251462320e-02,2.228465927600036256e-01,1.597090991432031969e-03,6.236081727146400855e-01
6.081911352378005509e-02,1.368626482713373657e-02,3.039084510634463068e-02,6.334506210371937049e-04,8.944703259217043900e-01
4.827364079127577923e-01,2.947141575452029080e-02,2.335846531468188311e-02,6.274344871621313378e-04,4.638062765308778590e-01
3.886536792347232705e-01,8.662194027292310916e-02,3.230572758153848340e-02,4.293271414312590292e-04,4.919893257693838118e-01
4.941086416046053253e-01,7.248759547358392397e-02,1.601234827545102921e-02,2.272012094518709765e-04,4.171642134369078492e-01
7.723138273352565530e-01,9.256540614237182552e-02,1.414796899024233987e-02,1.392741081841509772e-04,1.208335234239450579e-01
7.496824790216835011e-01,1.387413538370916577e-01,1.438213423874058067e-02,9.937942739999923382e-05,9.709465347508429434e-02
3.918833769240669951e-01,3.240542437123131170e-01,2.673866338876908222e-02,1.172237741715599738e-04,2.572064922006793153e-01
2.989965992998538380e-01,3.572828345176438103e-01,2.294069090185710605e-02,6.963765192922217876e-05,3.207102376287160328e-01
5.489952048907517090e-01,2.609065501958102162e-01,2.259748875179157235e-02,9.144957642552292568e-05,1.674093065852210738e-01
4.280132097180988082e-01,4.066464347912560617e-01,4.568089524547674918e-02,1.358702454836033192e-04,1.195235899996846957e-01
3.299124372674415717e-01,4.886794660334700113e-01,8.967368062922499716e-02,1.841091579062338059e-04,9.155030691195720216e-02
2.332307703298764912e-01,5.333669167973468239e-01,1.756735029252865510e-01,1.936322705535164449e-04,5.753517767693670792e-02
2.704944007245859150e-01,4.189180518661866914e-01,2.076860344024994975e-01,3.349176890549735125e-04,1.025665953176729539e-01
3.909594899948476976e-01,2.721852115283642792e-01,1.973085028765201310e-01,4.078807507111819708e-04,1.391389148495567329e-01
