6.937127422240384478e-01,1.466137601422469183e-01,9.873251555561766979e-02,7.790623474122867695e-03,5.315035860397417794e-02
8.633742989843207205e-01,6.359706049313289256e-02,6.079063094568683961e-02,2.214416586789368698e-03,1.002359299007019380e-02
9.525073977760201149e-01,1.825564353223985137e-02,2.622773542781409173e-02,1.970505609316532125e-03,1.038717654609515664e-03
9.866313701076903087e-01,6.937304190757337050e-03,5.656929823771112732e-03,4.926176818671860764e-04,2.817781959139442995e-04
9.932745036712574693e-01,5.149954025678901703e-03,1.310700640290985526e-03,7.745006465232483369e-05,1.873915981202538955e-04
9.849351263986557692e-01,1.175945434968960618e-02,2.780888895361063526e-03,1.148955452895159506e-04,4.096348110041527521e-04
9.446311283992270269e-01,4.537393274785128661e-02,8.923727233668254238e-03,1.467766180558018150e-04,9.244350011977199100e-04
9.146121772818884832e-01,6.929492392115417509e-02,1.490350353279376421e-02,1.401866129236165265e-04,1.049208651240098782e-03
7.130999285938663945e-01,2.127017013005109425e-01,7.147270138813398288e-02,3.810151966037549336e-04,2.344653520885011701e-03
8.452533737164074079e-01,9.762987452890448115e-02,5.509906277505293576e-02,3.941525038633931642e-04,1.623536475771831080e-03
8.440953937666064721e-01,7.233028996786744491e-02,8.179190403733625769e-02,6.573783894518730065e-04,1.125033838738048525e-03
6.030937239652565118e-01,1.890396503221657976e-01,2.042775904645176555e-01,1.011155739581346379e-03,2.577879508478777681e-03
7.114683222779818461e-01,7.367800697938221843e-02,2.110184278206862774e-01,1.981491347906933886e-03,1.853751574042699062e-03
7.360317554939925788e-01,6.469460401881371725e-02,1.951835013944089869e-01,1.817928790981503291e-03,2.272210301803195918e-03
6.295960491193420827e-01,7.722235254099564516e-02,2.877661099558914137e-01,2.268668253381978320e-03,3.146820130388831502e-03
8.924607813717106986e-01,1.755862061014100417e-02,8.798902505777515815e-02,1.217986425863759950e-03,7.735865345093710524e-04
8.991333069833454816e-01,2.298871553672309290e-02,7.554014701211887728e-02,9.321636650514297925e-04,1.405666802760967803e-03
8.850196024308845111e-01,4.045974631020998052e-02,6.758165233561140572e-02,1.070596787886447538e-03,5.868402135407782202e-03
8.880931628925891053e-01,5.671832910574035880e-02,4.151239393218519175e-02,7.149843098415881474e-04,1.296112975964380451e-02
8.506551490642809688e-01,4.514604032069499673e-02,7.400974900324612527e-02,2.708341449002849618e-03,2.748072016277512339e-02
7.355416800315417447e-01,8.301708668794141599e-02,1.013638096821738166e-01,2.609371278538935059e-03,7.746805231980410933e-02
9.330709712906163356e-01,2.808644765211995575e-02,2.813047209640568910e-02,1.086837608903720200e-03,9.625271351954366172e-03
8.996794421990739199e-01,5.425922958995953865e-02,3.477228009976874451e-02,1.031032835212436407e-03,1.025801527598535316e-02
9.774235644692651492e-01,1.166686451356051604e-02,6.389095782696805823e-03,3.358173801975021435e-04,4.184657854279820975e-03
9.879826699300716664e-01,7.433779634340859956e-03,2.618485505255349101e-03,1.871724512587430629e-04,1.777892479073314540e-03
9.817337669604514483e-01,1.242512586145779266e-02,4.625502366654035344e-03,2.480544471159720071e-04,9.675503643208710697e-04
9.494434318611166823e-01,3.162448655521959279e-02,1.728433021974240189e-02,7.639863378163910985e-04,8.837650261049087141e-04
9.227273449643194070e-01,5.375725705552557299e-02,2.133006219414337185e-02,7.851387617864619313e-04,1.400197024225159799e-03
7.234035874819588763e-01,1.585571417736469646e-01,1.123488016247061461e-01,3.348456507724607671e-03,2.342012611963469135e-03
5.860666065640981470e-01,1.531553009936298393e-01,2.519500983535225558e-01,6.599938539446325789e-03,2.228055549303045377e-03
7.311441177779243183e-01,6.812578263119645205e-02,1.892967203014360722e-01,8.501703880305183994e-03,2.931675409137938712e-03
7.241552312272360181e-01,9.744354580250468023e-02,1.660813931085491357e-01,5.350841296001181309e-03,6.968988565708906548e-03
6.886209233233737681e-01,1.075510266826938816e-01,1.854663717189568017e-01,3.454239050672561206e-03,1.490743922430289026e-02
6.871245703682073991e-01,8.319997633154718741e-02,2.165943122494386752e-01,5.437044537734593216e-03,7.644096513072182360e-03
4.257826676226909024e-01,1.198056609824483948e-01,4.344759159987290342e-01,1.260691004296047267e-02,7.328845353171182034e-03
3.181199027311938377e-01,1.095256695111917894e-01,5.518437315339558280e-01,1.120146522609586498e-02,9.309230997562648741e-03
5.271633569566536170e-01,1.052630961790663316e-01,3.323472289453531237e-01,7.906209277257917126e-03,2.732010864166909553e-02
6.745848294412768453e-01,7.788767171557446634e-02,2.264988591445984412e-01,7.181639853534584235e-03,1.384699984501564125e-02
5.994959574611949948e-01,9.377683852113254115e-02,2.862584165514003298e-01,9.581000876916703421e-03,1.088778658935542556e-02
5.541514822730140288e-01,9.298604710500615877e-02,3.243455333050486722e-01,1.050863753985676816e-02,1.800829977707435470e-02
5.910610789434326273e-01,5.979767021946536670e-02,3.209237049956636390e-01,1.436051335391754467e-02,1.385703248752067490e-02
3.366753779624946374e-01,7.876608520083092091e-02,5.530005436636658001e-01,2.172484041874863173e-02,9.833152754259985584e-03
2.861579431363333592e-01,6.962876405197497565e-02,6.140730837601737768e-01,2.298817420378892681e-02,7.152034847729095077e-03
1.517763140482964457e-01,4.860461655547317072e-02,7.620937735752455477e-01,3.499457093830939114e-02,2.530724882675423892e-03
1.578338798953931033e-01,4.271849502263139198e-02,7.577698839624797955e-01,3.862104992284349364e-02,3.056691196652124975e-03
1.752101865044777274e-01,4.299965402918808077e-02,7.394268039218780952e-01,3.744455638446914092e-02,4.918799159986678160e-03
3.542992226980840043e-01,5.200196414516523868e-02,5.421647831863514178e-01,3.949307278090632284e-02,1.204095718949299912e-02
5.043786538261263441e-01,4.912869276255257822e-02,3.980380131360745644e-01,3.788495796393499815e-02,1.056968231131149259e-02
4.788835025068309825e-01,6.253017708149148646e-02,4.258358136272555328e-01,2.708986688513646823e-02,5.660639899285570785e-03
2.796614048246546247e-01,4.479281768061618707e-02,6.325229209521920914e-01,3.905805617579054950e-02,3.964800366746539483e-03
2.753242881677059883e-01,3.947038006320899989e-02,6.320354518848995129e-01,5.066394684099680135e-02,2.505933043188688421e-03
1.394675180484981070e-01,5.051470474454834714e-02,7.639222344111883389e-01,4.235444935757182866e-02,3.741093438193533998e-03
3.092350561967199263e-01,6.510059657739035444e-02,5.843037548219204291e-01,2.764033924851333826e-02,1.372025315545573679e-02
6.084992566090173804e-01,4.244613413699836746e-02,2.982896201890835597e-01,1.922525293073841166e-02,3.153973613416236749e-02
6.331424858929679544e-01,4.467509331296997538e-02,2.688927048962073685e-01,1.918214300585294879e-02,3.410757289200158637e-02
7.357592458289683446e-01,4.716194844697259997e-02,1.954422483610229744e-01,1.220054464131716671e-02,9.436012721718891813e-03
3.842128468188164558e-01,6.415042961135929145e-02,5.227899104999303992e-01,2.385137711059590396e-02,4.995435959297933950e-03
6.407209028764452308e-01,4.793407608741503956e-02,2.940232696282410463e-01,1.443201557828787361e-02,2.889735829610740395e-03
4.805634493474112423e-01,1.088217536498780058e-01,3.911189549703901758e-01,9.501273022714947294e-03,9.994569009605833512e-03
4.036524731756534479e-01,1.285933402611827148e-01,4.370134131026903734e-01,1.092484132876193718e-02,1.981593213171149725e-02
5.580862161849341474e-01,5.148620237445335895e-02,3.125559811790190046e-01,1.135513585110043897e-02,6.651646441049301195e-02
7.025234440868395325e-01,3.452902079947284958e-02,2.122049751176079690e-01,1.088463105370449796e-02,3.985792894237524808e-02
4.285127652429537859e-01,6.056968296296358356e-02,4.731819256983654798e-01,1.960096859577579315e-02,1.813465749994128129e-02
5.398174412397169775e-01,7.984711264946674214e-02,3.598456615390826507e-01,8.000967112879972185e-03,1.248881745885374248e-02
7.380250214560987176e-01,5.807306263118201806e-02,1.865347993655752101e-01,5.629249964095418314e-03,1.173786658304861417e-02
3.404354474960829546e-01,8.144668931124306177e-02,5.482594559114337684e-01,1.685703373960360102e-02,1.300137354163662107e-02
4.871328279777072945e-01,7.286065264495232563e-02,4.112355426125722246e-01,1.504144873033362237e-02,1.372952803443457798e-02
4.254164395812800037e-01,7.050282014150394128e-02,4.689679831921928499e-01,2.640141647076580528e-02,8.711340614257373841e-03
